time,ECG
48.586,-0.155
48.589,-0.160
48.592,-0.165
48.594,-0.165
48.597,-0.160
48.600,-0.155
48.603,-0.180
48.606,-0.215
48.608,-0.215
48.611,-0.195
48.614,-0.185
48.617,-0.175
48.619,-0.170
48.622,-0.160
48.625,-0.175
48.628,-0.170
48.631,-0.130
48.633,-0.045
48.636,0.085
48.639,0.225
48.642,0.440
48.644,0.680
48.647,0.920
48.650,1.135
48.653,1.315
48.656,1.430
48.658,1.360
48.661,1.060
48.664,0.605
48.667,0.180
48.669,-0.110
48.672,-0.230
48.675,-0.265
48.678,-0.270
48.681,-0.280
48.683,-0.280
48.686,-0.260
48.689,-0.225
48.692,-0.220
48.694,-0.235
48.697,-0.265
48.700,-0.245
48.703,-0.235
48.706,-0.235
48.708,-0.255
48.711,-0.270
48.714,-0.270
48.717,-0.265
48.719,-0.220
48.722,-0.175
48.725,-0.150
48.728,-0.130
48.731,-0.150
48.733,-0.150
48.736,-0.170
48.739,-0.200
48.742,-0.225
48.744,-0.220
48.747,-0.200
48.750,-0.195
48.753,-0.190
48.756,-0.200
48.758,-0.190
48.761,-0.185
48.764,-0.200
48.767,-0.200
48.769,-0.190
48.772,-0.180
48.775,-0.180
48.778,-0.195
48.781,-0.190
48.783,-0.155
48.786,-0.115
48.789,-0.125
48.792,-0.125
48.794,-0.135
48.797,-0.140
48.800,-0.125
48.803,-0.090
48.806,-0.080
48.808,-0.085
48.811,-0.060
48.814,-0.030
48.817,-0.010
48.819,-0.045
48.822,-0.090
48.825,-0.095
48.828,-0.055
48.831,-0.005
48.833,0.050
48.836,0.065
48.839,0.045
48.842,0.055
48.844,0.075
48.847,0.080
48.850,0.075
48.853,0.095
48.856,0.105
48.858,0.115
48.861,0.105
48.864,0.105
48.867,0.110
48.869,0.100
48.872,0.075
48.875,0.070
48.878,0.095
48.881,0.110
48.883,0.125
48.886,0.105
48.889,0.085
48.892,0.075
48.894,0.070
48.897,0.075
48.900,0.090
48.903,0.070
48.906,0.030
48.908,-0.015
48.911,-0.030
48.914,-0.040
48.917,-0.045
48.919,-0.045
48.922,-0.070
48.925,-0.110
48.928,-0.135
48.931,-0.135
48.933,-0.070
48.936,-0.050
48.939,-0.075
48.942,-0.125
48.944,-0.160
48.947,-0.175
48.950,-0.170
48.953,-0.135
48.956,-0.130
48.958,-0.120
48.961,-0.120
48.964,-0.115
48.967,-0.130
48.969,-0.160
48.972,-0.175
48.975,-0.165
48.978,-0.165
48.981,-0.145
48.983,-0.135
48.986,-0.125
48.989,-0.130
48.992,-0.150
48.994,-0.175
48.997,-0.175
49.000,-0.145
49.003,-0.115
49.006,-0.070
49.008,-0.070
49.011,-0.105
49.014,-0.145
49.017,-0.150
49.019,-0.110
49.022,-0.080
49.025,-0.075
49.028,-0.120
49.031,-0.140
49.033,-0.130
49.036,-0.110
49.039,-0.100
49.042,-0.095
49.044,-0.105
49.047,-0.110
49.050,-0.100
49.053,-0.095
49.056,-0.075
49.058,-0.065
49.061,-0.060
49.064,-0.035
49.067,-0.010
49.069,0.005
49.072,-0.010
49.075,0.000
49.078,0.025
49.081,0.035
49.083,0.055
49.086,0.040
49.089,0.040
49.092,0.020
49.094,-0.005
49.097,-0.005
49.100,0.015
49.103,0.015
49.106,-0.010
49.108,-0.050
49.111,-0.050
49.114,-0.070
49.117,-0.080
49.119,-0.085
49.122,-0.070
49.125,-0.045
49.128,-0.025
49.131,-0.010
49.133,0.030
49.136,0.075
49.139,0.120
49.142,0.135
49.144,0.215
49.147,0.320
49.150,0.440
49.153,0.535
49.156,0.580
49.158,0.595
49.161,0.640
49.164,0.695
49.167,0.780
49.169,0.845
49.172,0.910
49.175,0.970
49.178,1.010
49.181,1.085
49.183,1.175
49.186,1.250
49.189,1.265
49.192,1.295
49.194,1.355
49.197,1.405
49.200,1.480
49.203,1.550
49.206,1.620
49.208,1.690
49.211,1.765
49.214,1.810
49.217,1.745
49.219,1.515
49.222,1.175
49.225,0.845
49.228,0.540
49.231,0.275
49.233,0.075
49.236,-0.065
49.239,-0.145
49.242,-0.255
49.244,-0.285
49.247,-0.310
49.250,-0.340
49.253,-0.340
49.256,-0.385
49.258,-0.430
49.261,-0.450
49.264,-0.430
49.267,-0.390
49.269,-0.390
49.272,-0.410
49.275,-0.425
49.278,-0.415
49.281,-0.430
49.283,-0.430
49.286,-0.450
49.289,-0.470
49.292,-0.485
49.294,-0.475
49.297,-0.455
49.300,-0.455
49.303,-0.480
49.306,-0.545
49.308,-0.565
49.311,-0.555
49.314,-0.525
49.317,-0.505
49.319,-0.520
49.322,-0.565
49.325,-0.595
49.328,-0.605
49.331,-0.595
49.333,-0.585
49.336,-0.610
49.339,-0.625
49.342,-0.645
49.344,-0.640
49.347,-0.620
49.350,-0.605
49.353,-0.615
49.356,-0.640
49.358,-0.655
49.361,-0.655
49.364,-0.650
49.367,-0.650
49.369,-0.675
49.372,-0.705
49.375,-0.720
49.378,-0.700
49.381,-0.665
49.383,-0.650
49.386,-0.650
49.389,-0.650
49.392,-0.650
49.394,-0.630
49.397,-0.605
49.400,-0.605
49.403,-0.600
49.406,-0.595
49.408,-0.590
49.411,-0.580
49.414,-0.560
49.417,-0.520
49.419,-0.505
49.422,-0.500
49.425,-0.500
49.428,-0.480
49.431,-0.435
49.433,-0.385
49.436,-0.375
49.439,-0.375
49.442,-0.345
49.444,-0.310
49.447,-0.265
49.450,-0.230
49.453,-0.220
49.456,-0.235
49.458,-0.215
49.461,-0.200
49.464,-0.170
49.467,-0.140
49.469,-0.140
49.472,-0.160
49.475,-0.165
49.478,-0.175
49.481,-0.175
49.483,-0.180
49.486,-0.155
49.489,-0.150
49.492,-0.155
49.494,-0.160
49.497,-0.150
49.500,-0.135
49.503,-0.145
49.506,-0.135
49.508,-0.160
49.511,-0.160
49.514,-0.175
49.517,-0.170
49.519,-0.170
49.522,-0.165
49.525,-0.165
49.528,-0.170
49.531,-0.170
49.533,-0.165
49.536,-0.140
49.539,-0.130
49.542,-0.130
49.544,-0.130
49.547,-0.130
49.550,-0.110
49.553,-0.100
49.556,-0.115
49.558,-0.130
49.561,-0.115
49.564,-0.110
49.567,-0.105
49.569,-0.115
49.572,-0.095
49.575,-0.110
49.578,-0.110
49.581,-0.120
49.583,-0.110
49.586,-0.085
49.589,-0.085
49.592,-0.075
49.594,-0.070
49.597,-0.085
49.600,-0.085
49.603,-0.085
49.606,-0.065
49.608,-0.055
49.611,-0.035
49.614,-0.035
49.617,-0.015
49.619,0.020
49.622,0.045
49.625,0.035
49.628,0.030
49.631,0.035
49.633,0.055
49.636,0.065
49.639,0.065
49.642,0.065
49.644,0.070
49.647,0.090
49.650,0.120
49.653,0.120
49.656,0.105
49.658,0.070
49.661,0.065
49.664,0.060
49.667,0.060
49.669,0.035
49.672,-0.005
49.675,-0.040
49.678,-0.020
49.681,0.010
49.683,0.000
49.686,-0.030
49.689,-0.060
49.692,-0.080
49.694,-0.075
49.697,-0.055
49.700,-0.025
49.703,-0.015
49.706,-0.025
49.708,-0.025
49.711,-0.035
49.714,-0.025
49.717,-0.020
49.719,-0.010
49.722,-0.020
49.725,-0.015
49.728,-0.020
49.731,-0.030
49.733,-0.005
49.736,-0.005
49.739,-0.015
49.742,-0.025
49.744,0.005
49.747,0.095
49.750,0.210
49.753,0.360
49.756,0.550
49.758,0.790
49.761,1.070
49.764,1.340
49.767,1.600
49.769,1.735
49.772,1.585
49.775,1.205
49.778,0.750
49.781,0.305
49.783,-0.030
49.786,-0.165
49.789,-0.130
49.792,-0.095
49.794,-0.090
49.797,-0.095
49.800,-0.065
49.803,-0.045
49.806,-0.065
49.808,-0.070
49.811,-0.065
49.814,-0.070
49.817,-0.040
49.819,-0.040
49.822,-0.075
49.825,-0.100
49.828,-0.105
49.831,-0.085
49.833,-0.050
49.836,-0.040
49.839,-0.050
49.842,-0.060
49.844,-0.065
49.847,-0.070
49.850,-0.055
49.853,-0.065
49.856,-0.050
49.858,-0.070
49.861,-0.060
49.864,-0.045
49.867,-0.015
49.869,0.000
49.872,-0.025
49.875,-0.025
49.878,-0.030
49.881,-0.020
49.883,0.015
49.886,0.035
49.889,0.005
49.892,-0.045
49.894,-0.055
49.897,-0.030
49.900,0.025
49.903,0.075
49.906,0.065
49.908,0.050
49.911,0.030
49.914,0.050
49.917,0.090
49.919,0.110
49.922,0.095
49.925,0.100
49.928,0.110
49.931,0.115
49.933,0.150
49.936,0.175
49.939,0.175
49.942,0.180
49.944,0.205
49.947,0.225
49.950,0.240
49.953,0.240
49.956,0.235
49.958,0.230
49.961,0.230
49.964,0.270
49.967,0.300
49.969,0.310
49.972,0.305
49.975,0.285
49.978,0.305
49.981,0.325
49.983,0.365
49.986,0.340
49.989,0.315
49.992,0.290
49.994,0.310
49.997,0.310
50.000,0.325
50.003,0.310
50.006,0.270
50.008,0.240
50.011,0.240
50.014,0.230
50.017,0.220
50.019,0.200
50.022,0.155
50.025,0.120
50.028,0.110
50.031,0.115
50.033,0.105
50.036,0.075
50.039,0.035
50.042,0.025
50.044,0.040
50.047,0.040
50.050,0.030
50.053,0.005
50.056,-0.020
50.058,-0.035
50.061,-0.015
50.064,0.000
50.067,0.000
50.069,-0.005
50.072,-0.025
50.075,-0.040
50.078,-0.025
50.081,-0.005
50.083,0.005
50.086,0.000
50.089,-0.015
50.092,-0.015
50.094,-0.005
50.097,0.005
50.100,0.010
50.103,0.025
50.106,0.020
50.108,0.010
50.111,0.000
50.114,-0.010
50.117,-0.005
50.119,-0.020
50.122,-0.020
50.125,-0.030
50.128,-0.040
50.131,-0.015
50.133,0.030
50.136,0.050
50.139,0.035
50.142,0.030
50.144,0.040
50.147,0.070
50.150,0.100
50.153,0.110
50.156,0.105
50.158,0.095
50.161,0.105
50.164,0.125
50.167,0.150
50.169,0.185
50.172,0.200
50.175,0.260
50.178,0.370
50.181,0.435
50.183,0.405
50.186,0.325
50.189,0.255
50.192,0.245
50.194,0.260
50.197,0.230
50.200,0.105
50.203,0.000
50.206,-0.025
50.208,-0.025
50.211,-0.015
50.214,-0.050
50.217,-0.060
50.219,-0.075
50.222,-0.080
50.225,-0.085
50.228,-0.065
50.231,-0.025
50.233,-0.005
50.236,-0.010
50.239,-0.095
50.242,-0.160
50.244,-0.160
50.247,-0.110
50.250,-0.085
50.253,-0.070
50.256,-0.085
50.258,-0.090
50.261,-0.115
50.264,-0.095
50.267,-0.060
50.269,-0.055
50.272,-0.055
50.275,-0.045
50.278,-0.050
50.281,-0.050
50.283,-0.020
50.286,0.060
50.289,0.180
50.292,0.350
50.294,0.550
50.297,0.840
50.300,1.130
50.303,1.375
50.306,1.575
50.308,1.540
50.311,1.225
50.314,0.730
50.317,0.285
50.319,-0.030
50.322,-0.140
50.325,-0.165
50.328,-0.145
50.331,-0.110
50.333,-0.080
50.336,-0.060
50.339,-0.080
50.342,-0.105
50.344,-0.115
50.347,-0.110
50.350,-0.110
50.353,-0.110
50.356,-0.110
50.358,-0.140
50.361,-0.125
50.364,-0.105
50.367,-0.085
50.369,-0.080
50.372,-0.090
50.375,-0.105
50.378,-0.115
50.381,-0.115
50.383,-0.075
50.386,-0.065
50.389,-0.055
50.392,-0.060
50.394,-0.060
50.397,-0.040
50.400,-0.035
50.403,-0.020
50.406,-0.065
50.408,-0.055
50.411,-0.055
50.414,-0.025
50.417,0.000
50.419,0.000
50.422,-0.010
50.425,-0.035
50.428,-0.020
50.431,-0.015
50.433,0.020
50.436,0.030
50.439,0.005
50.442,-0.020
50.444,-0.005
50.447,-0.005
50.450,0.015
50.453,0.035
50.456,0.035
50.458,0.015
50.461,0.030
50.464,0.070
50.467,0.105
50.469,0.125
50.472,0.120
50.475,0.110
50.478,0.125
50.481,0.145
50.483,0.165
50.486,0.180
50.489,0.180
50.492,0.175
50.494,0.165
50.497,0.185
50.500,0.180
50.503,0.195
50.506,0.175
50.508,0.180
50.511,0.185
50.514,0.200
50.517,0.220
50.519,0.230
50.522,0.220
50.525,0.220
50.528,0.215
50.531,0.200
50.533,0.215
50.536,0.205
50.539,0.160
50.542,0.130
50.544,0.110
50.547,0.125
50.550,0.125
50.553,0.110
50.556,0.080
50.558,0.055
50.561,0.045
50.564,0.045
50.567,0.040
50.569,0.055
50.572,0.035
50.575,0.015
50.578,-0.010
50.581,-0.010
50.583,-0.005
50.586,-0.020
50.589,-0.040
50.592,-0.070
50.594,-0.060
50.597,-0.035
50.600,0.000
50.603,0.015
50.606,-0.015
50.608,-0.055
50.611,-0.080
50.614,-0.075
50.617,-0.065
50.619,-0.065
50.622,-0.065
50.625,-0.075
50.628,-0.055
50.631,-0.035
50.633,-0.010
50.636,-0.020
50.639,-0.065
50.642,-0.065
50.644,-0.055
50.647,-0.030
50.650,-0.025
50.653,-0.035
50.656,-0.040
50.658,-0.035
50.661,-0.010
50.664,0.005
50.667,0.015
50.669,-0.005
50.672,-0.015
50.675,-0.010
50.678,-0.005
50.681,0.005
50.683,0.035
50.686,0.045
50.689,0.040
50.692,0.050
50.694,0.070
50.697,0.080
50.700,0.095
50.703,0.115
50.706,0.130
50.708,0.145
50.711,0.165
50.714,0.185
50.717,0.170
50.719,0.170
50.722,0.140
50.725,0.150
50.728,0.160
50.731,0.150
50.733,0.140
50.736,0.120
50.739,0.080
50.742,0.055
50.744,0.045
50.747,0.035
50.750,0.035
50.753,0.030
50.756,0.000
50.758,-0.045
50.761,-0.065
50.764,-0.055
50.767,-0.040
50.769,-0.030
50.772,-0.050
50.775,-0.065
50.778,-0.060
50.781,-0.040
50.783,-0.035
50.786,-0.045
50.789,-0.070
50.792,-0.080
50.794,-0.065
50.797,-0.040
50.800,-0.025
50.803,-0.030
50.806,-0.065
50.808,-0.070
50.811,-0.060
50.814,-0.050
50.817,-0.040
50.819,-0.050
50.822,-0.050
50.825,0.040
50.828,0.160
50.831,0.340
50.833,0.545
50.836,0.760
50.839,0.990
50.842,1.260
50.844,1.525
50.847,1.750
50.850,1.905
50.853,1.895
50.856,1.685
50.858,1.345
50.861,0.985
50.864,0.640
50.867,0.345
50.869,0.175
50.872,0.055
50.875,-0.030
50.878,-0.070
50.881,-0.100
50.883,-0.090
50.886,-0.085
50.889,-0.095
50.892,-0.100
50.894,-0.110
50.897,-0.105
50.900,-0.090
50.903,-0.105
50.906,-0.125
50.908,-0.160
50.911,-0.145
50.914,-0.125
50.917,-0.100
50.919,-0.110
50.922,-0.125
50.925,-0.160
50.928,-0.150
50.931,-0.135
50.933,-0.110
50.936,-0.095
50.939,-0.105
50.942,-0.115
50.944,-0.120
50.947,-0.105
50.950,-0.070
50.953,-0.045
50.956,-0.060
50.958,-0.085
50.961,-0.085
50.964,-0.100
50.967,-0.075
50.969,-0.075
50.972,-0.110
50.975,-0.130
50.978,-0.140
50.981,-0.130
50.983,-0.105
50.986,-0.085
50.989,-0.095
50.992,-0.100
50.994,-0.100
50.997,-0.070
51.000,-0.060
51.003,-0.060
51.006,-0.090
51.008,-0.085
51.011,-0.070
51.014,-0.030
51.017,0.005
51.019,0.010
51.022,-0.010
51.025,-0.020
51.028,-0.025
51.031,-0.010
51.033,0.000
51.036,-0.005
51.039,-0.005
51.042,-0.010
51.044,-0.005
51.047,0.000
51.050,0.030
51.053,0.040
51.056,0.005
51.058,-0.005
51.061,0.035
51.064,0.080
51.067,0.130
51.069,0.145
51.072,0.105
51.075,0.060
51.078,0.040
51.081,0.040
51.083,0.070
51.086,0.075
51.089,0.075
51.092,0.075
51.094,0.095
51.097,0.130
51.100,0.175
51.103,0.190
51.106,0.160
51.108,0.125
51.111,0.110
51.114,0.105
51.117,0.085
51.119,0.080
51.122,0.085
51.125,0.085
51.128,0.090
51.131,0.090
51.133,0.105
51.136,0.090
51.139,0.040
51.142,-0.010
51.144,-0.035
51.147,-0.055
51.150,-0.055
51.153,-0.060
51.156,-0.060
51.158,-0.065
51.161,-0.035
51.164,-0.025
51.167,-0.005
51.169,-0.025
51.172,-0.060
51.175,-0.040
51.178,-0.010
51.181,0.025
51.183,0.030
51.186,-0.005
51.189,-0.065
51.192,-0.070
51.194,-0.030
51.197,-0.010
51.200,-0.030
51.203,-0.050
51.206,-0.070
51.208,-0.060
51.211,-0.050
51.214,-0.055
51.217,-0.060
51.219,-0.065
51.222,-0.085
51.225,-0.100
51.228,-0.090
51.231,-0.080
51.233,-0.055
51.236,-0.045
51.239,-0.030
51.242,-0.025
51.244,-0.005
51.247,0.010
51.250,0.025
51.253,0.015
51.256,-0.035
51.258,-0.090
51.261,-0.085
51.264,-0.060
51.267,-0.015
51.269,-0.015
51.272,-0.020
51.275,-0.030
51.278,-0.010
51.281,0.020
51.283,0.045
51.286,0.035
51.289,0.025
51.292,0.010
51.294,0.045
51.297,0.080
51.300,0.110
51.303,0.135
51.306,0.140
51.308,0.105
51.311,0.100
51.314,0.100
51.317,0.120
51.319,0.140
51.322,0.140
51.325,0.115
51.328,0.120
51.331,0.130
51.333,0.140
51.336,0.110
51.339,0.040
51.342,-0.010
51.344,-0.035
51.347,-0.025
51.350,0.000
51.353,0.000
51.356,-0.055
51.358,-0.115
51.361,-0.125
51.364,-0.050
51.367,-0.015
51.369,-0.015
51.372,-0.065
51.375,-0.095
51.378,-0.075
51.381,-0.025
51.383,0.000
51.386,-0.020
51.389,-0.080
51.392,-0.120
51.394,-0.130
51.397,-0.105
51.400,-0.075
51.403,-0.100
51.406,-0.105
51.408,-0.120
51.411,-0.095
51.414,-0.060
51.417,-0.020
51.419,0.015
51.422,0.065
51.425,0.175
51.428,0.310
51.431,0.495
51.433,0.755
51.436,1.010
51.439,1.225
51.442,1.415
51.444,1.525
51.447,1.485
51.450,1.255
51.453,0.885
51.456,0.470
51.458,0.075
51.461,-0.160
51.464,-0.235
51.467,-0.200
51.469,-0.170
51.472,-0.195
51.475,-0.220
51.478,-0.200
51.481,-0.145
51.483,-0.105
51.486,-0.080
51.489,-0.100
51.492,-0.120
51.494,-0.135
51.497,-0.145
51.500,-0.115
51.503,-0.080
51.506,-0.085
51.508,-0.125
51.511,-0.135
51.514,-0.100
51.517,-0.070
51.519,-0.080
51.522,-0.120
51.525,-0.145
51.528,-0.125
51.531,-0.100
51.533,-0.070
51.536,-0.075
51.539,-0.080
51.542,-0.090
51.544,-0.090
51.547,-0.090
51.550,-0.095
51.553,-0.085
51.556,-0.090
51.558,-0.110
51.561,-0.115
51.564,-0.100
51.567,-0.085
51.569,-0.080
51.572,-0.095
51.575,-0.115
51.578,-0.105
51.581,-0.070
51.583,-0.040
51.586,-0.020
51.589,-0.040
51.592,-0.055
51.594,-0.065
51.597,-0.060
51.600,-0.035
51.603,-0.005
51.606,-0.015
51.608,-0.020
51.611,-0.005
51.614,0.015
51.617,0.020
51.619,0.020
51.622,0.020
51.625,0.035
51.628,0.065
51.631,0.090
51.633,0.110
51.636,0.120
51.639,0.120
51.642,0.125
51.644,0.120
51.647,0.135
51.650,0.170
51.653,0.190
51.656,0.185
51.658,0.160
51.661,0.150
51.664,0.145
51.667,0.190
51.669,0.200
51.672,0.175
51.675,0.155
51.678,0.175
51.681,0.180
51.683,0.195
51.686,0.180
51.689,0.175
51.692,0.150
51.694,0.135
51.697,0.160
51.700,0.175
51.703,0.165
51.706,0.155
51.708,0.135
51.711,0.105
51.714,0.090
51.717,0.080
51.719,0.060
51.722,0.050
51.725,0.015
51.728,-0.015
51.731,-0.015
51.733,-0.015
51.736,-0.025
51.739,-0.055
51.742,-0.080
51.744,-0.095
51.747,-0.085
51.750,-0.060
51.753,-0.075
51.756,-0.090
51.758,-0.105
51.761,-0.110
51.764,-0.095
51.767,-0.100
51.769,-0.090
51.772,-0.105
51.775,-0.105
51.778,-0.105
51.781,-0.110
51.783,-0.095
51.786,-0.080
51.789,-0.100
51.792,-0.115
51.794,-0.110
51.797,-0.100
51.800,-0.080
51.803,-0.065
51.806,-0.050
51.808,-0.050
51.811,-0.040
51.814,-0.030
51.817,-0.035
51.819,-0.030
51.822,-0.055
51.825,-0.070
51.828,-0.075
51.831,-0.040
51.833,0.000
51.836,0.020
51.839,0.020
51.842,0.000
51.844,-0.005
51.847,-0.005
51.850,0.005
51.853,0.010
51.856,-0.005
51.858,-0.015
51.861,0.020
51.864,0.040
51.867,0.075
51.869,0.065
51.872,0.055
51.875,0.070
51.878,0.075
51.881,0.100
51.883,0.110
51.886,0.080
51.889,0.045
51.892,0.060
51.894,0.070
51.897,0.090
51.900,0.120
51.903,0.100
51.906,0.065
51.908,0.035
51.911,-0.005
51.914,-0.015
51.917,-0.015
51.919,-0.030
51.922,-0.050
51.925,-0.070
51.928,-0.080
51.931,-0.085
51.933,-0.090
51.936,-0.105
51.939,-0.135
51.942,-0.135
51.944,-0.140
51.947,-0.130
51.950,-0.120
51.953,-0.135
51.956,-0.130
51.958,-0.140
51.961,-0.125
51.964,-0.110
51.967,-0.100
51.969,-0.095
51.972,-0.105
51.975,-0.125
51.978,-0.125
51.981,-0.110
51.983,-0.100
51.986,-0.070
51.989,-0.090
51.992,-0.100
51.994,-0.080
51.997,-0.025
52.000,0.075
52.003,0.210
52.006,0.375
52.008,0.570
52.011,0.810
52.014,1.075
52.017,1.335
52.019,1.510
52.022,1.620
52.025,1.550
52.028,1.310
52.031,0.960
52.033,0.580
52.036,0.210
52.039,-0.115
52.042,-0.250
52.044,-0.265
52.047,-0.225
52.050,-0.205
52.053,-0.190
52.056,-0.165
52.058,-0.125
52.061,-0.095
52.064,-0.080
52.067,-0.095
52.069,-0.110
52.072,-0.150
52.075,-0.160
52.078,-0.155
52.081,-0.145
52.083,-0.130
52.086,-0.125
52.089,-0.130
52.092,-0.150
52.094,-0.160
52.097,-0.145
52.100,-0.120
52.103,-0.110
52.106,-0.130
52.108,-0.140
52.111,-0.140
52.114,-0.125
52.117,-0.110
52.119,-0.135
52.122,-0.155
52.125,-0.160
52.128,-0.125
52.131,-0.095
52.133,-0.090
52.136,-0.085
52.139,-0.110
52.142,-0.125
52.144,-0.120
52.147,-0.100
52.150,-0.075
52.153,-0.075
52.156,-0.090
52.158,-0.095
52.161,-0.110
52.164,-0.095
52.167,-0.055
52.169,-0.045
52.172,-0.060
52.175,-0.070
52.178,-0.070
52.181,-0.055
52.183,-0.020
52.186,-0.010
52.189,-0.020
52.192,-0.015
52.194,-0.005
52.197,0.045
52.200,0.080
52.203,0.105
52.206,0.080
52.208,0.035
52.211,0.010
52.214,0.020
52.217,0.065
52.219,0.110
52.222,0.140
52.225,0.135
52.228,0.125
52.231,0.115
52.233,0.130
52.236,0.150
52.239,0.155
52.242,0.145
52.244,0.170
52.247,0.175
52.250,0.175
52.253,0.175
52.256,0.175
52.258,0.170
52.261,0.160
52.264,0.175
52.267,0.190
52.269,0.185
52.272,0.165
52.275,0.130
52.278,0.120
52.281,0.115
52.283,0.130
52.286,0.120
52.289,0.085
52.292,0.050
52.294,0.045
52.297,0.045
52.300,0.035
52.303,0.030
52.306,0.005
52.308,-0.030
52.311,-0.025
52.314,0.010
52.317,0.005
52.319,-0.020
52.322,-0.065
52.325,-0.100
52.328,-0.115
52.331,-0.105
52.333,-0.075
52.336,-0.085
52.339,-0.115
52.342,-0.120
52.344,-0.125
52.347,-0.130
52.350,-0.120
52.353,-0.115
52.356,-0.130
52.358,-0.165
52.361,-0.180
52.364,-0.150
52.367,-0.090
52.369,-0.090
52.372,-0.155
52.375,-0.170
52.378,-0.145
52.381,-0.115
52.383,-0.115
52.386,-0.115
52.389,-0.150
52.392,-0.175
52.394,-0.155
52.397,-0.130
52.400,-0.085
52.403,-0.065
52.406,-0.085
52.408,-0.120
52.411,-0.130
52.414,-0.120
52.417,-0.095
52.419,-0.105
52.422,-0.105
52.425,-0.080
52.428,-0.055
52.431,-0.050
52.433,-0.030
52.436,-0.040
52.439,-0.050
52.442,-0.040
52.444,-0.025
52.447,0.005
52.450,0.010
52.453,0.000
52.456,-0.015
52.458,-0.010
52.461,-0.005
52.464,0.000
52.467,-0.005
52.469,-0.025
52.472,-0.050
52.475,-0.075
52.478,-0.105
52.481,-0.105
52.483,-0.115
52.486,-0.130
52.489,-0.160
52.492,-0.205
52.494,-0.235
52.497,-0.235
52.500,-0.205
52.503,-0.190
52.506,-0.195
52.508,-0.205
52.511,-0.220
52.514,-0.220
52.517,-0.225
52.519,-0.230
52.522,-0.265
52.525,-0.265
52.528,-0.235
52.531,-0.215
52.533,-0.200
52.536,-0.210
52.539,-0.235
52.542,-0.225
52.544,-0.160
52.547,-0.065
52.550,0.000
52.553,0.020
52.556,0.025
52.558,0.060
52.561,0.155
52.564,0.295
52.567,0.470
52.569,0.665
52.572,0.870
52.575,1.140
52.578,1.415
52.581,1.680
52.583,1.885
52.586,2.010
52.589,1.930
52.592,1.645
52.594,1.220
52.597,0.755
52.600,0.335
52.603,0.060
52.606,-0.085
52.608,-0.180
52.611,-0.225
52.614,-0.285
52.617,-0.320
52.619,-0.340
52.622,-0.355
52.625,-0.345
52.628,-0.340
52.631,-0.335
52.633,-0.320
52.636,-0.355
52.639,-0.390
52.642,-0.415
52.644,-0.395
52.647,-0.350
52.650,-0.320
52.653,-0.335
52.656,-0.380
52.658,-0.420
52.661,-0.440
52.664,-0.435
52.667,-0.440
52.669,-0.425
52.672,-0.435
52.675,-0.415
52.678,-0.415
52.681,-0.410
52.683,-0.400
52.686,-0.410
52.689,-0.450
52.692,-0.445
52.694,-0.410
52.697,-0.395
52.700,-0.395
52.703,-0.420
52.706,-0.455
52.708,-0.450
52.711,-0.445
52.714,-0.430
52.717,-0.430
52.719,-0.455
52.722,-0.465
52.725,-0.470
52.728,-0.465
52.731,-0.480
52.733,-0.465
52.736,-0.425
52.739,-0.425
52.742,-0.445
52.744,-0.455
52.747,-0.435
52.750,-0.400
52.753,-0.400
52.756,-0.440
52.758,-0.450
52.761,-0.440
52.764,-0.430
52.767,-0.440
52.769,-0.445
52.772,-0.450
52.775,-0.430
52.778,-0.395
52.781,-0.360
52.783,-0.325
52.786,-0.350
52.789,-0.400
52.792,-0.435
52.794,-0.415
52.797,-0.360
52.800,-0.295
52.803,-0.260
52.806,-0.270
52.808,-0.285
52.811,-0.320
52.814,-0.335
52.817,-0.325
52.819,-0.295
52.822,-0.275
52.825,-0.255
52.828,-0.225
52.831,-0.210
52.833,-0.220
52.836,-0.220
52.839,-0.260
52.842,-0.295
52.844,-0.300
52.847,-0.290
52.850,-0.275
52.853,-0.320
52.856,-0.360
52.858,-0.370
52.861,-0.320
52.864,-0.260
52.867,-0.245
52.869,-0.255
52.872,-0.305
52.875,-0.335
52.878,-0.340
52.881,-0.340
52.883,-0.315
52.886,-0.300
52.889,-0.305
52.892,-0.295
52.894,-0.290
52.897,-0.285
52.900,-0.310
52.903,-0.345
52.906,-0.370
52.908,-0.320
52.911,-0.260
52.914,-0.210
52.917,-0.235
52.919,-0.300
52.922,-0.350
52.925,-0.355
52.928,-0.345
52.931,-0.340
52.933,-0.350
52.936,-0.380
52.939,-0.385
52.942,-0.340
52.944,-0.250
52.947,-0.155
52.950,-0.090
52.953,-0.080
52.956,-0.115
52.958,-0.210
52.961,-0.290
52.964,-0.350
52.967,-0.340
52.969,-0.245
52.972,-0.205
52.975,-0.230
52.978,-0.295
52.981,-0.285
52.983,-0.210
52.986,-0.110
52.989,-0.055
52.992,-0.060
52.994,-0.065
52.997,-0.025
53.000,0.060
53.003,0.150
53.006,0.200
53.008,0.225
53.011,0.280
53.014,0.395
53.017,0.540
53.019,0.660
53.022,0.735
53.025,0.760
53.028,0.790
53.031,0.820
53.033,0.860
53.036,0.960
53.039,1.035
53.042,1.085
53.044,1.120
53.047,1.100
53.050,1.100
53.053,1.060
53.056,0.980
53.058,0.845
53.061,0.770
53.064,0.755
53.067,0.740
53.069,0.680
53.072,0.595
53.075,0.535
53.078,0.510
53.081,0.535
53.083,0.575
